"PHU","PHU_fr","accessible","active","additional_information","additional_information_fr","address","address_fr","after_hours","age_threshold","appointments","asl_interpretation","children_under_2","city","drive_through","email","first_nations","free_parking","french_language_services","friday","general_population","holiday_hours","location_id","latitude","location_name","location_name_fr","longitude","monday","operated_by","operated_by_fr","paid_parking","pharmacy","phone","phu_id","postal_code","province","public_transit","region","region_fr","saturday","sunday","symptomatic","temporarily_closed","thursday","tuesday","walk_ins","website","wednesday","weeks_pregnant"
"Durham Region Health Department","Service de santé de la région de Durham",,"Yes",,,"95 Williamson Drive West","95 Williamson Drive Ouest",,,"Yes",,,"Ajax",,,,,,"8:00 - 22:00",,,"248","43.884544","95 Williamson Drive West - Shoppers Drug Mart",,"-79.045997","8:00 - 22:00","Shoppers",,,"Yes","905-428-3572",,"L1T 0K9","ON",,"East","Est","8:00 - 22:00","9:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1413/","8:00 - 22:00",
"Durham Region Health Department","Service de santé de la région de Durham",,"Yes",,,"910 Dundas St. West","910, rue Dundas Ouest",,,"Yes",,,"Whitby",,,,,,"8:00 - 22:00",,,"249","43.876503","910 Dundas St. West  - Shoppers Drug Mart",,"-78.962747","8:00 - 22:00","Shoppers",,,"Yes","905-430-7550",,"L1P 1P7","ON",,"East","Est","8:00 - 22:00","10:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/675/","8:00 - 22:00",
"Kingston, Frontenac and Lennox & Addington Health Unit","Bureau de santé de Kingston",,"Yes",,,"775 Strand Blvd.","775, boulevard Strand",,,"Yes",,,"Kingston",,,,,,"8:00 - 00:00",,,"250","44.251776","775 Strand Blvd. - Shoppers Drug Mart",,"-76.5932","8:00 - 00:00","Shoppers",,,"Yes","613-384-7477",,"K7P 2S7","ON",,"East","Est","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1144/","8:00 - 00:00",
"Kingston, Frontenac and Lennox & Addington Health Unit","Bureau de santé de Kingston",,"Yes",,,"1201 Division St.","1201, rue Division",,,"Yes",,,"Kingston",,,,,,"8:00 - 00:00",,,"251","44.265649","1201 Division St. - Shoppers Drug Mart",,"-76.4966","8:00 - 00:00","Shoppers",,,"Yes","613-546-3544",,"K7K 6X4","ON",,"East","Est","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/604/","8:00 - 00:00",
"Hastings and Prince Edward Counties Health Unit","Bureau de santé des comtès d'Hastings et de Prince Edward",,"Yes",,,"150 Sidney St.","150, rue Sidney",,,"Yes",,,"Belleville",,,,,,"8:00 - 22:00",,,"252","44.158991","150 Sidney St. - Shoppers Drug Mart",,"-77.398424","8:00 - 22:00","Shoppers",,,"Yes","613-962-3406",,"K8P 5E2","ON",,"East","Est","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/987/","8:00 - 22:00",
"Peterborough Public Health","Bureau de santé du Peterborough",,"Yes",,,"741 Lansdowne St. West","741, rue Lansdowne Ouest",,,"Yes",,,"Peterborough",,,,,,"8:00 - 00:00",,,"253","44.284028","741 Lansdowne St. West - Shoppers Drug Mart",,"-78.334799","8:00 - 00:00","Shoppers",,,"Yes","705-748-6141",,"K9J 1Z2","ON",,"East","Est","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/614/","8:00 - 00:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"8965 Chinguacousy Road","8965 Chinguacousy Road",,,"Yes",,,"Brampton",,,,,,"8:00 - 00:00",,,"254","43.665987","8965 Chinguacousy Road - Shoppers Drug Mart",,"-79.779806","8:00 - 00:00","Shoppers",,,"Yes","905-454-1620",,"L6Y 0J2","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1092/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Please see the information on the Humber River Hospital website for booking appointments online, or call (416) 243-4333 for general inquiries, information about booking an appointment or accessing your test results.",,"200 Church Street ",,,,"Yes",,,"North York","No",,,,,"10:00-18:00",,,"255","43.709845","Humber River Hospital - Church Street",,"-79.510333","10:00-18:00","Humber River Hospital","Hôpital Humber River",,,"416-243-4343","22","M9N 1N8","ON",,"Toronto","Toronto","9:00-17:00","9:00-17:00","Yes",,"10:00-18:00","10:00-18:00","No","https://www.hrh.ca/covid-19/","10:00-18:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"10970 Airport Road","10970 Airport Road",,,"Yes",,,"Brampton",,,,,,"8:00 - 00:00",,,"255","43.781747","10970 Airport Road - Shoppers Drug Mart",,"-79.749869","8:00 - 00:00","Shoppers",,,"Yes","905-793-0308",,"L6R 0E1","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1369/","8:00 - 00:00",
"Toronto Public Health",,,"Yes","Open September 29 to November 30. Hours of operation: 12-7 p.m. Testing may finish earlier depending on client volumes. To book an appointment, call: 647-477-1640",,"45 Overlea Boulevard, Unit 108A",,,,"Yes",,,"Toronto","No",,,,,"12:00-17:30",,,"256","43.705989","Michael Garron Hospital (MGH) temporary testing site: Thorncliffe Park ",,"-79.346028","12:00-17:30","Michael Garron Hospital (MGH)","Michael Garron Hospital (MGH)",,,"647-477-1640 ","22","M4H 1C3","ON",,"Toronto ","Toronto ","12:00-17:30","12:00-17:30","Yes",,"12:00-17:30","12:00-17:30","No","https://www.tehn.ca/programs-services/covid-19-assessment-centre","12:00-17:30",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes",,,"5033 Hurontario St.","5033, rue Hurontario",,,"Yes",,,"Mississauga",,,,,,"8:00 - 00:00",,,"256","43.608005","5033 Hurontario St. - Shoppers Drug Mart",,"-79.652364","8:00 - 00:00","Shoppers",,,"Yes","905-890-1313",,"L4Z 3X7","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1100/","8:00 - 00:00",
"Durham Region Health Department","Service de santé de la région de Durham",,"Yes","Located in the parking garage on the north-east corner at Mary St. & King St. E. on the ground floor of the parking garage. 
Paid parking in parking garage or on street.
Near public transit.
Accommodates wheelchairs and mobility devices.

 Please complete the online registration form at http://www.lakeridgehealth.on.ca/ Patients will be called or emailed with an appointment time. ",,"1 Mary Street North",,,"1y","Yes",,,"Oshawa","No",,,,,"10:00-18:00",,"10:00-14:00","257","43.899000","Downtown Oshawa COVID-19 Assessment Centre",,"-78.860461","10:00-18:00","Parking Garage",,,,,"12","L1G 7W8","ON",,"East","Est","10:00-14:00",,"Yes",,"10:00-18:00","10:00-18:00","No","https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp","10:00-18:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"2206 Lake Shore Blvd. West","2206, boulevard Lake Shore Ouest",,,"Yes",,,"Etobicoke",,,,,,"8:00 - 22:00",,,"257","43.622862","2206 Lake Shore Blvd. - Shoppers Drug Mart",,"-79.481943","8:00 - 22:00","Shoppers",,,"Yes","416-259-1330",,"M8V 1A4","ON",,"Central","Centre","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1421/","8:00 - 22:00",
"Haldimand-Norfolk Health Unit",,,"Yes","Enter via Robinson St and drive up to front doors via posted signage.  Parking is free. Closed statutory holidays",,"365 West Street",,,,"Yes",,,"Simcoe","Yes",,,,,"8:00-16:00",,,"258","42.835299","Norfolk General Hospital Assessment Centre",," -80.314353","8:00-16:00","Norfolk General Hospital",,,,"519-426-0130 ext. 2234",,"N3Y 1T7","ON",,"West","Ouest","8:00-16:00",,"Yes",,,,"Yes","http://www.ngh.on.ca","8:00-16:00",
"York Region Public Health Services","Service de santé de la région de York",,"Yes",,,"8601 Warden Avenue","8601, avenue Warden",,,"Yes",,,"Markham",,,,,,"8:00 - 00:00",,,"258","43.857558","8601 Warden Ave. - Shoppers Drug Mart",,"-79.331709","8:00 - 00:00","Shoppers",,,"Yes","905-479-0772",,"L3R 0B5","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/920/","8:00 - 00:00",
"Leeds, Grenville and Lanark District Health Unit",,,"Yes","Bell Hall Building.  
Appointments booked manually when patients come to screening kiosk. Upon meeting the guideline criteria, patients are given a time slot ticket and a registration form with an appointment time window. ",,"15 Campus drive",,,,"Yes",,,"Kemptville","No",,,,,"9:00-17:00",,,"259","45.007208","North Grenville COVID-19 Assessment Centre",,"-75.638478","9:00-17:00","Kemptville District Hospital",,,,,,"K0G 1J0","ON",,"East","Est",,,"Yes",,"9:00-17:00","9:00-17:00","Yes",,"9:00-17:00",
"York Region Public Health Services","Service de santé de la région de York",,"Yes",,,"5100 Rutherford Road","5100 Rutherford Road",,,"Yes",,,"Woodbridge",,,,,,"8:00 - 00:00",,,"259","43.817324","5100 Rutherford Road - Shoppers Drug Mart",,"-79.602129","8:00 - 00:00","Shoppers",,,"Yes","905-893-2866",,"L4H 2J2","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/700/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Off of Lawrence Ave. outside of the hospital building, on the South side near the ambulance bay. Please follow the directions on-site. If you are driving, please park in the parking garage first.",,"3050 Lawrence Ave E",,,"6m","Yes",,"Yes","Scarborough","No",,,,,"8:00-18:00",,"Closed ","260","43.756857","Scarborough Health Network - General Hospital","Scarborough Health Network - General Hospital","-79.246924","8:00-18:00","Scarborough Health Network - General Hospital","Scarborough Health Network - General Hospital",,,"416-495-2601","22","M1P 2V5","ON",,"Toronto","Toronto","8:00-18:00",,"Yes",,"8:00-18:00","8:00-18:00","No","https://www.shn.ca/covid19-assess/","8:00-18:00",
"York Region Public Health Services","Service de santé de la région de York",,"Yes",,,"8000 Bathurst St.","8000, rue Bathurst",,,"Yes",,,"Thornhill",,,,,,"8:00 - 00:00",,,"260","43.816045","8000 Bathurst St. - Shoppers Drug Mart",,"-79.451932","8:00 - 00:00","Shoppers",,,"Yes","905-882-0201",,"L4J 0B8","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/965/","8:00 - 00:00",
"Wellington-Dufferin-Guelph Health Unit",,,"Yes","Located at the old train station. 
Closed daily from 12:30p.m.-1:30p.m. 
Closed weekends at statutory holidays.",,"83 Arthur Street West ",,,,"Yes",,,"Harriston","No",,,,,,,,"261","43.910751","The Wellington Assessment Centre - Harriston",,"-80.873460",,"Groves Memorial Hospital",,,,"519-843-8160",,"N0G 1Z0","ON",,"West","Ouest",,,"Yes",,"9:00-12:30 & 13:30-17:00","9:00-12:30 & 13:30-17:00","No","http://www.whcacovid.com",,
"York Region Public Health Services","Service de santé de la région de York",,"Yes",,,"2920 Major MacKenzie Drive East","2920 Major MacKenzie Drive Est",,,"Yes",,,"Markham",,,,,,"9:00 - 00:00",,,"261","43.885871","2920 Major Mackenzie Drive - Shoppers Drug Mart",,"-79.370284","9:00 - 00:00","Shoppers",,,"Yes","905-927-7161",,"L6C 0G6","ON",,"Central","Centre","9:00 - 00:00","9:00 - 00:00",,,"9:00 - 00:00","9:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1385/","9:00 - 00:00",
"Lambton Health Unit",,,"Yes","https://testing.getcorigan.ca/ or phone 519-491-5395",,"1150 Pontiac Drive",,,,"Yes",,,"Sarnia","No",,,,,"12:00-20:00",,,"262","42.981034","Rapids Family Health Team COVID-19 Assessment Centre",,"-82.360976","12:00-20:00","Bluewater Health",,,,"519-491-5395",,"N7S 3A7","ON",,"West","Ouest",,,"Yes",,"12:00-20:00","12:00-20:00","No","https://testing.getcorigan.ca/","12:00-20:00",
"Simcoe Muskoka District Health Unit","Bureau de santé publique du district de Simcoe-Muskoka",,"Yes",,,"831 Big Bay Point Road","831 Big Bay Point Road",,,"Yes",,,"Barrie",,,,,,"8:00 - 22:00",,,"262","44.363675","831 Big Bay Point Road - Shoppers Drug Mart",,"-79.615731","8:00 - 22:00","Shoppers",,,"Yes","705-726-5343",,"L4N 0G5","ON",,"Central","Centre","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1231/","8:00 - 22:00",
"Hamilton Public Health Services",,,"Yes","Testing Centre located at Mohawk College
Book online at: www.HamiltonCovidTest.ca
Phone line (905-974-9848) available for those without internet access, between hours of 9-5pm.
",,"135 Fennell Avenue West",,,,"Yes",,,"Hamilton","No",,,,,"09:00-17:00",,,"263","43.238522","St. Joseph’s Healthcare Hamilton’s Mountain COVID-19 Testing Centre",,"-79.887703","09:00-17:00","St. Joseph's Healthcare Hamilton",,,,"905-974-9848",,"L9C 0E5","ON",,"West","Ouest","09:00-17:00","09:00-17:00","Yes",,"09:00-17:00","09:00-17:00","No","http://www.HamiltonCovidTest.ca","09:00-17:00",
"Wellington-Dufferin-Guelph Health Unit","Bureau de santé de Wellington-Dufferin-Guelph",,"Yes",,,"7 Clair Road West","7 Clair Road Ouest",,,"Yes",,,"Guelph",,,,,,"8:00 - 00:00",,,"263","43.500872","7 Clair Road West - Shoppers Drug Mart",,"-80.190589","8:00 - 00:00","Shoppers",,,"Yes","519-763-3431",,"N1L 0A6","ON",,"West","Ouest","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1213/","8:00 - 00:00",
"Simcoe Muskoka District Health Unit","Bureau de santé publique du district de Simcoe-Muskoka",,"Yes",,,"511 Muskoka Road South","511 Muskoka Road Sud",,,"Yes",,,"Gravenhurst",,,,,,"9:00 - 22:00",,,"264","44.916003","511 Muskoka Road South - Shoppers Drug Mart",,"-79.372853","9:00 - 22:00","Shoppers",,,"Yes","705-687-2838",,"P1P 1J8","ON",,"Central","Centre","9:00 - 18:00","10:00 - 18:00",,,"9:00 - 22:00","9:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1345/","9:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"1090 King St. West","1090, rue King Ouest",,,"Yes",,,"Toronto",,,,,,"8:00 - 22:00",,,"265","43.64017","1090 King St. West - Shoppers Drug Mart",,"-79.422434","8:00 - 22:00","Shoppers",,,"Yes","416-977-4101",," M6K 0C7","ON",,"Toronto","Toronto","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1005/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"390 Queen's Quay West, Unit 110","390 Queen's Quay West, unité 110",,,"Yes",,,"Toronto",,,,,,"8:00 - 00:00",,,"266","43.638124","390 Queen's Quay West - Shoppers Drug Mart",,"-79.390814","8:00 - 00:00","Shoppers",,,"Yes","416-260-2766",," M5V 3A6","ON",,"Toronto","Toronto","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1321/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"388 King Street West","388, rue King Ouest",,,"Yes",,,"Toronto",,,,,,"8:00 - 00:00",,,"267","43.646155","388 King St. West - Shoppers Drug Mart",,"-79.392523","8:00 - 00:00","Shoppers",,,"Yes","416-597-6550",," M5V 1K2","ON",,"Toronto","Toronto","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1320/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"279 Yonge St.","279, rue Yonge",,,"Yes",,,"Toronto",,,,,,"8:00 - 22:00",,,"268","43.655654","279 Yonge St. - Shoppers Drug Mart",,"-79.380294","8:00 - 22:00","Shoppers",,,"Yes","416-591-1733",,"M5B 1N8","ON",,"Toronto","Toronto","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1402/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"951 Bay Street, Unit G41","951, rue Bay, unité G41",,,"Yes",,,"Toronto",,,,,,"8:00 - 22:00",,,"269","43.66471","951 Bay St. - Shoppers Drug Mart",,"-79.386957","8:00 - 22:00","Shoppers",,,"Yes","416-925-0881",,"M5S 0E1","ON",,"Toronto","Toronto","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1149/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"970 Queen St. East","970, rue Queen Est",,,"Yes",,,"Toronto",,,,,,"8:00 - 00:00",,,"270","43.661197","970 Queen St. East - Shoppers Drug Mart",,"-79.340348","8:00 - 00:00","Shoppers",,,"Yes","416-462-0062",,"M4M 1J8","ON",,"Toronto","Toronto","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/823/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"593 Dundas St. East, South Tower","593, rue Dundas Est, Sud Tour",,,"Yes",,,"Toronto",,,,,,"8:00 - 22:00",,,"271","43.660233","593 Dundas St. East - Shoppers Drug Mart",,"-79.361351","8:00 - 22:00","Shoppers",,,"Yes","416-214-9440",,"M5A 3H6","ON",,"Toronto","Toronto","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1489/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"2345 Yonge St.","2345, rue Yonge",,,"Yes",,,"Toronto",,,,,,"0:00-00:00",,,"272","43.708848","2345 Yonge St. - Shoppers Drug Mart",,"-79.398383","0:00-00:00","Shoppers",,,"Yes","416-487-5411",,"M4P 1E4","ON",,"Toronto","Toronto","0:00-00:00","0:00-00:00",,,"0:00-00:00","0:00-00:00","No","https://stores.shoppersdrugmart.ca/en/store/841/","0:00-00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"1084 Wilson Ave.","1084, avenue Wilson",,,"Yes",,,"Toronto",,,,,,"8:00 - 00:00",,,"273","43.728226","1084 Wilson Ave. - Shoppers Drug Mart",,"-79.480708","8:00 - 00:00","Shoppers",,,"Yes","416-633-9884",,"M3K 1G6","ON",,"Toronto","Toronto","8:00 - 00:00","9:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/820/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"3975 Jane St.","3975, rue Jane",,,"Yes",,,"North York",,,,,,"9:00 - 22:00",,,"274","43.7561","3975 Jane St. - Shoppers Drug Mart",,"-79.515802","9:00 - 22:00","Shoppers",,,"Yes","416-630-2553",,"M3N 2K1","ON",,"Toronto","Toronto","9:00 - 22:00","10:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/840/","9:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"946 Lawrence Avenue East","946, avenue Lawrence Est",,,"Yes",,,"Toronto",,,,,,"0:00-00:00",,,"275","43.737262","946 Lawrence Ave. East - Shoppers Drug Mart",,"-79.345868","0:00-00:00","Shoppers",,,"Yes","416-444-4445",,"M3C 1R1","ON",,"Toronto","Toronto","0:00-00:00","0:00-00:00",,,"0:00-00:00","0:00-00:00","No","https://stores.shoppersdrugmart.ca/en/store/1330/","0:00-00:00",
"Hamilton Public Health Services","Services de santé publique d'Hamilton",,"Yes",,,"2110 Rymal Road East","2110 Rymal Road Est",,,"Yes",,,"Hamilton ",,,,,,"8:00 - 22:00",,,"276","43.176316","2110 Rymal Road East - Shoppers Drug Mart",,"-79.791996","8:00 - 22:00","Shoppers",,,"Yes","905-692-1214",,"L0R 1P0","ON",,"West","Ouest","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1233/","8:00 - 22:00",
"Hamilton Public Health Services","Services de santé publique d'Hamilton",,"Yes",,,"101 Osler Drive Unit 102","101 Osler Drive, unité 102",,,"Yes",,,"Dundas",,,,,,"8:00 - 00:00",,,"277","43.257082","101 Osler Drive - Shoppers Drug Mart",,"-79.942283","8:00 - 00:00","Shoppers",,,"Yes","905-628-2251",,"L9H 4H4","ON",,"West","Ouest","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/742/","8:00 - 00:00",
"Windsor-Essex County Health Unit","Bureau de santé du comtè de Windsor-Essex",,"Yes",,,"269 Erie St. South","269, rue Erie Sud",,,"Yes",,,"Leamington",,,,,,"8:00 - 00:00",,,"278","42.038085","269 Erie St. South - Shoppers Drug Mart",,"-82.601806","8:00 - 00:00","Shoppers",,,"Yes","519-326-2663",,"N8H 3C4","ON",,"West","Ouest","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1117/","8:00 - 00:00",
"Brant County Health Unit","Bureau de santé du comtè de Brant",,"Yes",,,"185 King George Road, Unit 1","185 King George Road, unité 1",,,"Yes",,,"Brantford",,,,,,"8:00 - 00:00",,,"279","43.172742","185 King George Road - Shoppers Drug Mart",,"-80.278776","8:00 - 00:00","Shoppers",,,"Yes","519-753-8411",,"N3R 7R9","ON",,"West","Ouest","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1158/","8:00 - 00:00",
"Region of Waterloo, Public Health","Bureau de santé publique de la région de Waterloo",,"Yes",,,"50 Weber St. North","50, rue Weber Nord",,,"Yes",,,"Waterloo",,,,,,"8:00 - 00:00",,,"280","43.470754","50 Weber St. North - Shoppers Drug Mart",,"-80.512545","8:00 - 00:00","Shoppers",,,"Yes","519-880-8083",,"N2J 3G7","ON",,"West","Ouest","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1193/","8:00 - 00:00",
"Halton Region Health Department","Service de santé de la région d'Halton",,"Yes",,,"2501 Third Line, Building B","2501 Third Line, Building B",,,"Yes",,,"Oakville",,,,,,"0:00-00:00",,,"281","43.449786","2501 Third Line - Shoppers Drug Mart",,"-79.759353","0:00-00:00","Shoppers",,,"Yes","905-465-3000",,"L6M 5A9","ON",,"Central","Centre","0:00-00:00","0:00-00:00",,,"0:00-00:00","0:00-00:00","No","https://stores.shoppersdrugmart.ca/en/store/1271/","0:00-00:00",
"Halton Region Health Department","Service de santé de la région d'Halton",,"Yes",,,"2525 Prince Michael Drive","2525 Prince Michael Drive",,,"Yes",,,"Oakville",,,,,,"8:00 - 00:00",,,"282","43.498579","2525 Prince Michael Drive - Shoppers Drug Mart",,"-79.707085","8:00 - 00:00","Shoppers",,,"Yes","905-257-3938",,"L6H 0E9","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1203/","8:00 - 00:00",
"Windsor-Essex County Health Unit","Bureau de santé du comtè de Windsor-Essex",,"Yes",,,"600 Ouellette Ave.","600, avenue Ouellette",,,"Yes",,,"Windsor",,,,,,"8:00 - 20:00",,,"283","42.314149","600 Ouellette Ave. - Shoppers Drug Mart",,"-83.036402","8:00 - 20:00","Shoppers",,,"Yes","519-254-2505",,"N9A 6Z3","ON",,"West","Ouest","8:00 - 20:00","8:00 - 20:00",,,"8:00 - 20:00","8:00 - 20:00","No","https://stores.shoppersdrugmart.ca/en/store/1101/","8:00 - 20:00",
"Lambton Health Unit","Bureau de santé de Lambton",,"Yes",,,"260 Indian Road","260 Indian Road",,,"Yes",,,"Sarnia",,,,,,"8:00 - 00:00",,,"284","42.965536","260 Indian Road - Shoppers Drug Mart",,"-82.37547","8:00 - 00:00","Shoppers",,,"Yes","519-337-3727",,"N7T 3W4","ON",,"West","Ouest","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1033/","8:00 - 00:00",
"Middlesex-London Health Unit","Bureau de santé de Middlesex-London",,"Yes",,,"1155 Commissioners Road East","1155 Commissioners Road Est",,,"Yes",,,"London",,,,,,"8:00 - 20:00",,,"285","42.961714","1155 Commissioners Road - Shoppers Drug Mart",,"-81.195847","8:00 - 20:00","Shoppers",,,"Yes","519-649-0833",,"N5Z 4L9","ON",,"West","Ouest","8:00 - 20:00","8:00 - 20:00",,,"8:00 - 20:00","8:00 - 20:00","No","https://stores.shoppersdrugmart.ca/en/store/1077/","8:00 - 20:00",
"Halton Region Health Department","Service de santé de la région d'Halton",,"Yes",,,"550 Kerr St.","550, rue Kerr",,,"Yes",,,"Oakville",,,,,,"8:00 - 00:00",,,"286","43.446529","550 Kerr St. - Shoppers Drug Mart",,"-79.688977","8:00 - 00:00","Shoppers",,,"Yes","905-845-6674",,"L6K 3C7","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/744/","8:00 - 00:00",
"Eastern Ontario Health Unit",,"Yes","Yes","•	By appointment only. Please call 1-800-267-8260
•	Drive through only
•	French Services available
","•	Rendez-vous nécessaire.
•	Service à l’auto seulement
•	Stationnement gratuit offert
•	Services en français offerts
","2015 Calypso Street","2015, rue Calypso",,"1y","Yes",,,"Limoges","Yes",,,,"Yes","9:00-16:00",,,"287","45.322496","Limoge COVID-19 Testing Centre","Limoge - Centre de dépistage pour la COVID-19","-75.228366","9:00-16:00","Limoge COVID-19 Testing Centre","Limoge - Centre de dépistage pour la COVID-19",,,"800-267-8260",,"K0A 2M0","ON",,"East","Est",,,"Yes",,"9:00-16:00","9:00-16:00","No","https://eohu.ca/fr/covid/covid-19-testing-assessment-centres ","9:00-16:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes",,,"5650 Yonge St, Unit 17","5650, rue Yonge, unité 17",,"5y","Yes",,,"North York",,,,,,"9:00 - 17:00",,,"287","43.780164","5650 Yonge St, Unit 17 - Rexall",,"-79.41619","9:00 - 17:00","Rexall",,,"Yes","888-412-2622",,"M2M 4G3","ON",,"Toronto","Toronto",,,,,"9:00 - 17:00","9:00 - 17:00","No","http://www.rexall.ca","9:00 - 17:00",
